000_md5sum 4.4.21-69-default 5.3.18-22-default 5.3.18-24.15-default 5.3.18-24.29-default 5.3.18-24.34-default 5.3.18-24.37-default 5.3.18-24.43-default 5.3.18-24.43.2.20817.0.PTF.1178049-default 5.3.18-24.46-default 5.3.18-24.46.1.21086.0.PTF.1178049-default 5.3.18-24.49-default 5.3.18-24.49.3.21354.2.PTF.1179851-default 5.3.18-24.52-default 5.3.18-24.61-default 5.3.18-24.61.1.22178.3.TEST.1183045-default 5.3.18-24.61.1.22178.4.PTF.1183045-default 5.3.18-24.64-default 5.3.18-24.64-preempt 5.3.18-24.67-default 5.3.18-24.9-default 5.3.18-BSC-1182429-printk
65fb9c51df02e8dfa672817d3c25ceba 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
088331bbadeb6649ea8e8473858266a7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
aa8613b559f55f39b0979079680f97c6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
cfc1c04614023e69e3c4a1c670e21346 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
6cf5fbd1e639111723a7a98d5771a1f0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
fca06135f2bdacbd5ea42e1912103671 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
66d099a2a013e66fcace97eadc0815aa 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
b75a36087034622ea65b87d48048ee36 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
6037d5ac19b71031a53eecabd586f7a6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
cbb53a6fea209e4048f3545f0daf9375 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
8c0db97a1f518701c65ade8ac85ee203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
9b610f72b33ea8f1e13205f784118641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
d14ba75acf2eeee5340d010d3d4978c4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
34fa03581bcb29ecb9e4282534a5a45a 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
135d669d9b408af0f011353557ce97af 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
b809359a75113cab00142ff016b3c6da 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
ba58b7cbb7049c8f33779b8eece6ed2b 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
886434b9d08eb4ac3e4c9ae25e00229f 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
565e9a4ec41c26d2fcbb96a04f88d62c 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3ddd9506442e9340ccde40ed67c1fe1f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
c75d6ed029233c51d95aa3e51920d2b9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
a62547f5a60c28c873518e01b1ebde98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7e9d23090f3996d7b2fff2a4b96de130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
43505b115ba09bc8f4745821529932c6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
82b1f9858efad651397cc9f7eff07ae3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
6bec9445ea36dd8b784c70ec6c6753b4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
b24cdbecfd99206cae22c9365154a0d3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
d376d1093e57127c619baee4f6270b1f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
9b5d9c92ee164ef5aafbcee45cbd7e1a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
58c4ed47407cf70619ccd557cdb5c64f 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
de937bc7202d84eb10c9b227be637f37 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
cbcd1a19d7401f97840dda8d36b7cf5d 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
7d75ed920b3da154d5ae9c94c3893340 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3d8e20da1d1d18dbcc4eba65b6cdd760 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
598a3507f086dccfb16fc5f09a58280b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
32cebef09196a793999ff76e2c260110 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
6b630c2c8d015dfd40ba9dc139d45675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
251629b3b7bc14cee38dd6f9a4b3bad7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
b7e55d98e4a70707d1d4f8f52513a4c8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
da4a31e977ae8ab557f66e28ceebf4e4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
34032fe4a80b0653cc21ad128813339d 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
e35e6a312f51a4f00aca161cdad72e63 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
5b1d2725e265ff853431fcf91cd65b4f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
9053d32044949bea5cbbea07f9b49171 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
eed7418141a9917184f680966e357269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
5c48c81c2b1b25ca764b0d79d973e067 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14c47fa38b12e03ac2b9c34563e537d7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7d7d6ab9b3f2e029fe8ba87de2c0ae99 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bb60d7f01e2933e1195379fa5104940c 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26a9068cd7abe507fcf13f7bb38bc269 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
c06d55e63272f876cbc9d71956cb8db6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
844870162f0bd1a9d6d006ba7a680a45 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
320a47776232f25ecf83a813228905bf 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5d195fa9a7a067cb2c7b4cf193eaa715 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0d6af942ef325b45239d5bf79cb5d99a 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ed5760443f1a5cbc7f93d694d7e72cae 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
62b889d0796e9a22eae62740fbfaf699 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
cdd05f5677ea2543538b676c0a85ae96 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19af80228391be8a9d9f3a53f8c7e42c 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49d2b5839196ba37d8df384f24ee9e5d 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
38f4c88a17608abd8e4ee0f311c5be39 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41badae505ebfa94247a751652f7f092 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39c00065bc8f55205f24d14825b42d41 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
c865ba383d34abcbbed448939be29861 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
253c65fc83424e92a2fe2ff5070edf21 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ffc901da06d65c91b17537850cf4ab45 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
91020a84c04040c3074867e85d80f020 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
83f6a88e91cb3cf0387506075cf9cad8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
648bf5fe36d858834c1b9c4f0e2c0504 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
c0c50e12575d7de76c4c0064f9c796f1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b40f98291631dc3a58fca9fbcfc08b9f 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
81d68b979fbcd0ff69034f5fca0a44d2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
60b0ba1bd5a019b03c5042ea191ce6b4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ec76caa124a9cda8722ceab903ffe517 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1f7da4a5c346ffc3919817e688a32c9 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
69f55727a17e894f203661dcf9cad3f8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
55dc07f8075a73d1689add70b05cb615 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13c24f55d2332a2f17f415696964e256 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
a1563639e09559e2fa3bc9b3cbbe75a4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
e0d41ddd275995c73eddcb44dae96809 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0c6f842177d5c9784f865e73519bd5e7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
66ce5db664f4df190627a02eb2c9060e 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35747159dea32b00dca743bce4d3d4bb 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d2401966028853acc893c351ea18deb4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
460ede10e04b73198eb084d776becdaa 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
e93f933961e138e2f576db876f640e51 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
85c5d69ac0304eafd1307387782d6ab3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
f23e998b5f7855b4cb8bdd62759f2d50 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41cd61d8df5aed4180229b6c8d6e0360 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8da6a3d2bc9c6e1d7c8f6ac403f8386b 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
a5290c8f8c04fa930529520f38ad35cf 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
754eb793b586a5090cd7805f2dc4a346 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1019f0c7e1cc77f2839157f04f2c79a7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
71984d2b4b1526fbf89e9dd003675ac0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
87758b50b61ca2f372687fd9340245bf 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ced9ce9a522de615c3eb2437a376ccd4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9c18b5aeb7bc9cd272a74c95549a2445 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ded40e66d4470ea820da408cf52d11d2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
fb26c8413efe4573e9b10fb586a88988 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
fa5b4a93e01f996a1c8b18a0933a8d99 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d58ef4504c49746a1c1ef21a0f87e436 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1e4d7d21fc4e8d7591a491f0b34bb2bd 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b75385209199fe1294ddc51b4f041e21 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
5cc23411c1c599d1eb24defaa703a375 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
f9c9c261c0ef98d560592b49f39696a0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7993f1577dd39f649f68075b82ec81f3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
68d27a430b48071541c9918fdbe956e1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
77b8d173c40332bd99d14fa5b164428b 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
f5b5520cca30c7342bb79488a56c1ce6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7bd57ac336db8fee46ba1444a031c923 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14b87326b7d6548764173052f71281e6 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
36849522e572f45782b744af0b95834e 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
aa96e049ca0c976865c2bc840ae3e112 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
515d44554cbd02b2b660091ac01122c3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b196310692ac9a0d7199ba1ca68fb7c5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
96e1b7a424813113550ab5aca854a8d3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2391c9da45e806a8cb142e3bbdc77fb6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8c04edd20852c6d7c788c6c6e0148ba2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eb1266179f552c47dc3ad4cabbec59b3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7a3ebb08230db5550fff4565b899d3d5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1e892c9247dc83b3faac6d5e64e07a8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2a0263d87bbde90d61b7cb6e52864e79 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d209b4c89eef444928d8edce96a077d0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1e34770b97dde1a077bb3f135fd37552 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dc67586649b070326035282f7303c42c 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1b6c4e5b743a88322c69d8e01a4b700e 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
539876e3b23609706776c7982a091d6f 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40f2d61cf5848843f344d93c444a8cd4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6a7aae3ffc11588838c382006baf024a 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ecfcd4fdaf8cb7006d0ab1c79bfb1b9d 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dc41afed519b2c57b79fdde0eb4ce01b 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
982c07901e7e22aa0fd99b3693826edf 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
693850a82e19fff096d1d0ad44930089 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2785bede580dec7c89103c93bbf9049a 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
52e6251f32cc3549d37700db6c6e1bb5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4ceb96a80eaaa05bf5b8ea2b85be6ca8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7ac5ed2d7c3ca857920f29200d4f8128 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
54952d06d4eef6605c3b96a881b15c18 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
303e1b4af7208843e116ef34fe4265ee 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
6f4170fbecf6878e59c22cf42bf2cc1e 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2cc4a69ae8a3de4910a05865e4eaf9a9 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
f064eb221e93389a7b8fec0ff6354c1f 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
ab467bf1ea14e2a4cfd32200827f2944 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7917e777b4b967cd2dbb6e2202d67685 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
c206d2806ce1df95b132d68c48280202 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
a1955e0ce08d295f0ce7e25592d7355f 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1481749cbf4029667655564569424f16 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8044ac3c136c1b7052325923e865e0f5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b5d4847e52e713eb0302bb01e9585746 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0fe10b0d61743acf1ec3516882afc4d6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4d6d37bb4fdb0a32541d25a253f0abc1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ffe3878473bb37fa1b095bd79cbf6568 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
a6790ac36669b22c7ed9eb34b10196a4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
752b7f4c130a35dbb187e17a6d450c80 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d634c015db870d79bb1bca3165ed3073 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5a376a93fa774ac1af730bd7ee1bb456 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28c3d2c570a320c42a7131ffef1b3ea8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6ad844a69e7a5f37de7d96bac2d84f60 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ac403f1d0420a2b8bada0944b44d21f0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
e273ad9c92e1d18239cf631198191639 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ee3881cdd2475b2dc7a8f6349faf953d 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
a0d53eb1d5a916296e9b2105884cf968 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21db7b13bec862587f2add5fa7a41937 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
011eb276a5196cee9541cdd2540be13f 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0b0d0140cc2fa100b1e190eead8fbe76 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31288ffc11bef55b8e8c7e2e84bb6787 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
53daca9f714d9f97c60ca666b8134a61 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
52cf7f4f7a19ed41412f850b62bdf35d 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
62c24cdab6abbd46023bcd067a33c639 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ff2b36988649311fb6422e9eb9c0336f 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b4fd98aadb334a16424fa6256763d173 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
108ef8726b5b1a7d317d3ce46bbcf6f2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
efc44de507c22bca563b828e8ff611c3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6dfd093c87b3bd1783227309290c1bd5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9454c348b6fd33fcda71fafec9a9f3de 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
511fcaea2148280ef0aa82be5a63e1da 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ecdcdcbaa5c85e688532df5dbd3d7e49 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2515f1ddddaa5e582df5884b9378b119 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
92ee9545e9aab910305003bd3dcaa164 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
78f0f3a608c32e923cfedfd9f08a8730 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d786d2cbb43bc03fd8ae57c6e08d62c0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d2cdcf0efb4da75203d22f72ca060808 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
fa3bbc9a3e168490addd7f92c32046d3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ca661bf478bf5157e855a05f23120a2a 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2e9cbfaf69cc140a4f376f1f9afd00b8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
90fcdd51f795ce7d151d1e8b16874fc3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41db1779640d3a95b4f599d9d5817428 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4ed9a4a68ad36f5c1ae77c9b88e5f741 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1bd4c18dc43b311620ac5e149f1edb82 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d74dcb0411d145d5ca3c20e9f98e063c 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0b085cc3e1c90f356693c8dfdc4c7f54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8276c759739a437dc9bc79f56a9d0f91 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
be58a9d57e7ec21014a2d36893ebfa54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
397e86e8df6d6bf43317d3596f0af539 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b009d20d7f73e32ae338c25f3e3b7df5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
c049c07c4d662e6863b8018529afc911 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dbdfc89196d946e1c482b794ed91e7a1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
67b907f47662279189230222ce57f35d 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
f0b8ce6de74c3233dc3677a8fb845d8f 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
013c01b9e42236b5ec0b6810b05e6081 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
64b83baffe622cbe608c90a57fd9fe71 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9f06d1f4fc63332ba6f97cf9c2a435af 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b075cec06555724df766611ea88e6db1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
faa78c902908adfa159b81813ba69a13 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18d3a4c27116d77dd0753ad0ab6fd3b7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50e600ff751ab55653af09af55843d40 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
fbb491af02d177db2171a823b50f85e7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
92fa718de528b206d67d6a148668eeee 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
f13e030d67f90ebb79c1b6cd918fef8d 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4d2c2e91ada48d802076f3de17483860 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8b832f37f98673dcae64234d78783d2b 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
83b70e3f4547263b6b5d974b69afea0e 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8232d9ee615e2365d08f897964b21ae2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
